action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,13879470,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)N1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '8.64', 'le': '0.16', 'lle': '-2.59', 'sei': '7.98'}",CHEMBL3104633,,CHEMBL3104633,4.54,0,http://www.openphacts.org/units/Nanomolar,1959650,=,1,1,=,,IC50,nM,,29200.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,29.2
,,13879471,[],CHEMBL3107682,Antagonist activity at P2Y1 receptor in washed human platelets assessed as 1 uM 2-methylthio-ADP-induced calcium flux by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL2333770,,CHEMBL2333770,7.54,0,http://www.openphacts.org/units/Nanomolar,1958373,=,1,1,=,,IC50,nM,,29.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,29.0
,,13879475,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,COCCN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '8.50', 'le': '0.16', 'lle': '-1.76', 'sei': '6.95'}",CHEMBL3104629,,CHEMBL3104629,4.59,0,http://www.openphacts.org/units/Nanomolar,1959646,=,1,1,=,,IC50,nM,,25400.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,25.4
,,13880370,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCN(Cc3ccccc3)CC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '8.26', 'le': '0.15', 'lle': '-3.18', 'sei': '8.32'}",CHEMBL3104635,,CHEMBL3104635,4.73,0,http://www.openphacts.org/units/Nanomolar,1959652,=,1,1,=,,IC50,nM,,18600.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,18.6
,,13880372,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(C1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '8.79', 'le': '0.17', 'lle': '-2.64', 'sei': '8.33'}",CHEMBL3105201,,CHEMBL3105201,4.73,0,http://www.openphacts.org/units/Nanomolar,1960346,=,1,1,=,,IC50,nM,,18500.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,18.5
,,13880375,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1cccnc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '8.71', 'le': '0.16', 'lle': '-2.34', 'sei': '6.91'}",CHEMBL3105196,,CHEMBL3105196,4.82,0,http://www.openphacts.org/units/Nanomolar,1960341,=,1,1,=,,IC50,nM,,15100.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,15.1
,,13880379,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CCN(c2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '10.85', 'le': '0.21', 'lle': '-1.49', 'sei': '7.45'}",CHEMBL3103627,,CHEMBL3103627,4.96,0,http://www.openphacts.org/units/Nanomolar,1958377,=,1,1,=,,IC50,nM,,11100.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,11.1
,,13880380,[],CHEMBL3107682,Antagonist activity at P2Y1 receptor in washed human platelets assessed as 1 uM 2-methylthio-ADP-induced calcium flux by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1cnccc12,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3105195,,CHEMBL3105195,7.97,0,http://www.openphacts.org/units/Nanomolar,1960340,=,1,1,=,,IC50,nM,,10.7,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,10.7
,,13880381,[],CHEMBL3107682,Antagonist activity at P2Y1 receptor in washed human platelets assessed as 1 uM 2-methylthio-ADP-induced calcium flux by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3103635,,CHEMBL3103635,7.98,0,http://www.openphacts.org/units/Nanomolar,1958385,=,1,1,=,,IC50,nM,,10.5,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,10.5
,,13880382,[],CHEMBL3107682,Antagonist activity at P2Y1 receptor in washed human platelets assessed as 1 uM 2-methylthio-ADP-induced calcium flux by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CCN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3105199,,CHEMBL3105199,8.00,0,http://www.openphacts.org/units/Nanomolar,1960344,=,1,1,=,,IC50,nM,,9.9,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,9.9
,,13880385,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '9.39', 'le': '0.18', 'lle': '-2.31', 'sei': '8.89'}",CHEMBL3104634,,CHEMBL3104634,5.06,0,http://www.openphacts.org/units/Nanomolar,1959651,=,1,1,=,,IC50,nM,,8800.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,8.8
,,13880387,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '11.49', 'le': '0.22', 'lle': '-1.59', 'sei': '9.46'}",CHEMBL3103625,,CHEMBL3103625,5.07,0,http://www.openphacts.org/units/Nanomolar,1958374,=,1,1,=,,IC50,nM,,8500.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,8.5
,,13880394,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CCN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '9.18', 'le': '0.17', 'lle': '-2.95', 'sei': '9.15'}",CHEMBL3105199,,CHEMBL3105199,5.20,0,http://www.openphacts.org/units/Nanomolar,1960344,=,1,1,=,,IC50,nM,,6300.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,6.3
,,13880397,[],CHEMBL3107682,Antagonist activity at P2Y1 receptor in washed human platelets assessed as 1 uM 2-methylthio-ADP-induced calcium flux by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCN(C(=O)OCc3ccccc3)CC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3104625,,CHEMBL3104625,8.23,0,http://www.openphacts.org/units/Nanomolar,1959642,=,1,1,=,,IC50,nM,,5.9,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,5.9
,,13880399,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,COC(=O)N1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '9.69', 'le': '0.18', 'lle': '-1.24', 'sei': '6.30'}",CHEMBL3104630,,CHEMBL3104630,5.24,0,http://www.openphacts.org/units/Nanomolar,1959647,=,1,1,=,,IC50,nM,,5800.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,5.8
,,13880408,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '9.61', 'le': '0.18', 'lle': '-2.45', 'sei': '9.34'}",CHEMBL3104636,,CHEMBL3104636,5.31,0,http://www.openphacts.org/units/Nanomolar,1959653,=,1,1,=,,IC50,nM,,4900.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,4.9
,,13880409,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)N1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '10.16', 'le': '0.19', 'lle': '-1.79', 'sei': '9.37'}",CHEMBL3104633,,CHEMBL3104633,5.33,0,http://www.openphacts.org/units/Nanomolar,1959650,=,1,1,=,,IC50,nM,,4700.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,4.7
,,13880417,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '11.88', 'le': '0.22', 'lle': '-1.41', 'sei': '10.05'}",CHEMBL3103635,,CHEMBL3103635,5.39,0,http://www.openphacts.org/units/Nanomolar,1958385,=,1,1,=,,IC50,nM,,4100.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,4.1
,,13880418,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1cnccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '9.75', 'le': '0.18', 'lle': '-1.76', 'sei': '7.74'}",CHEMBL3105195,,CHEMBL3105195,5.40,0,http://www.openphacts.org/units/Nanomolar,1960340,=,1,1,=,,IC50,nM,,4000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,4.0
,,13880420,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCN(Cc3ccccc3)CC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '9.57', 'le': '0.18', 'lle': '-2.43', 'sei': '9.64'}",CHEMBL3104635,,CHEMBL3104635,5.48,0,http://www.openphacts.org/units/Nanomolar,1959652,=,1,1,=,,IC50,nM,,3300.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,3.3
,,13880425,[],CHEMBL3107682,Antagonist activity at P2Y1 receptor in washed human platelets assessed as 1 uM 2-methylthio-ADP-induced calcium flux by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3104636,,CHEMBL3104636,8.60,0,http://www.openphacts.org/units/Nanomolar,1959653,=,1,1,=,,IC50,nM,,2.5,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,2.5
,,13880426,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCCC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '12.02', 'le': '0.23', 'lle': '-1.57', 'sei': '10.48'}",CHEMBL3103636,,CHEMBL3103636,5.62,0,http://www.openphacts.org/units/Nanomolar,1958386,=,1,1,=,,IC50,nM,,2400.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,2.4
,,13880428,[],CHEMBL3107682,Antagonist activity at P2Y1 receptor in washed human platelets assessed as 1 uM 2-methylthio-ADP-induced calcium flux by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCCCC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3104624,,CHEMBL3104624,8.66,0,http://www.openphacts.org/units/Nanomolar,1959641,=,1,1,=,,IC50,nM,,2.2,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,2.2
,,13880429,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '10.50', 'le': '0.20', 'lle': '-1.71', 'sei': '9.95'}",CHEMBL3104634,,CHEMBL3104634,5.66,0,http://www.openphacts.org/units/Nanomolar,1959651,=,1,1,=,,IC50,nM,,2200.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,2.2
,,13880430,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CCN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '12.42', 'le': '0.23', 'lle': '-1.39', 'sei': '10.56'}",CHEMBL3102866,,CHEMBL3102866,5.66,0,http://www.openphacts.org/units/Nanomolar,1958376,=,1,1,=,,IC50,nM,,2200.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,2.2
,,13880431,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '12.75', 'le': '0.24', 'lle': '-1.03', 'sei': '7.83'}",CHEMBL2333770,,CHEMBL2333770,5.68,0,http://www.openphacts.org/units/Nanomolar,1958373,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,2.1
,,13880432,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCCCC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '11.84', 'le': '0.22', 'lle': '-1.88', 'sei': '10.63'}",CHEMBL3104624,,CHEMBL3104624,5.70,0,http://www.openphacts.org/units/Nanomolar,1959641,=,1,1,=,,IC50,nM,,2000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,2.0
,,13880437,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,"{'bei': '11.17', 'le': '0.21', 'lle': '-1.59', 'sei': '10.86'}",CHEMBL3104636,,CHEMBL3104636,6.17,0,http://www.openphacts.org/units/Nanomolar,1959653,=,1,1,=,,IC50,nM,,670.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.67
,,13880448,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCCC2(C1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3105200,,CHEMBL3105200,,0,http://www.openphacts.org/units/Nanomolar,1960345,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,40.0
,,13880449,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ncccc12,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3105198,,CHEMBL3105198,,0,http://www.openphacts.org/units/Nanomolar,1960343,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,40.0
,,13880450,[],CHEMBL3107674,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccncc12,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3105197,,CHEMBL3105197,,0,http://www.openphacts.org/units/Nanomolar,1960342,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,40.0
,,13880451,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)NC(=O)N1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3104631,,CHEMBL3104631,,0,http://www.openphacts.org/units/Nanomolar,1959648,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.0
,,13880457,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CCN(C(=O)OCc3ccccc3)CC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3104625,,CHEMBL3104625,,0,http://www.openphacts.org/units/Nanomolar,1959642,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.0
,,13880458,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CC2(CC2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3103634,,CHEMBL3103634,,0,http://www.openphacts.org/units/Nanomolar,1958384,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.0
,,13880459,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CN1CCN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3103633,,CHEMBL3103633,,0,http://www.openphacts.org/units/Nanomolar,1958383,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.0
,,13880460,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccccc2O1,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3103632,,CHEMBL3103632,,0,http://www.openphacts.org/units/Nanomolar,1958382,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.0
,,13880461,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1N1CCOc2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3103631,,CHEMBL3103631,,0,http://www.openphacts.org/units/Nanomolar,1958381,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.0
,,13880462,[],CHEMBL3107683,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 2.5 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1CCN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccccc21,,,CHEMBL3102727,J Med Chem,2013,,CHEMBL3103630,,CHEMBL3103630,,0,http://www.openphacts.org/units/Nanomolar,1958380,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.0
